Season,Name,Team,K%+,BB%+,AVG+,SLG+,NameASCII,PlayerId,MLBAMID
2018,"Enny Romero","- - -",0,0,394.07863196789907,479.49767285001207,"Enny Romero",4001,544836
2016,"Matt Albers","CHW",0,0,388.4275231517951,471.8553588024697,"Matt Albers",4300,458006
2017,"Sean Gilmartin","NYM",0,0,382.686122269573,457.4334881744523,"Sean Gilmartin",12781,543219
2017,"Raisel Iglesias","CIN",0,0,382.686122269573,457.4334881744523,"Raisel Iglesias",17130,628452
2017,"Erik Kratz","NYY",0,0,390.28925744801523,348.93551116130715,"Erik Kratz",4403,456124
2016,"Chris Parmelee","NYY",181.52391568708393,0,194.21376157589756,324.4005591766979,"Chris Parmelee",2554,476633
2018,"A.J. Cole","- - -",115.86973666063119,0,131.35954385794014,319.66511515342506,"A.J. Cole",11467,595918
2020,"Luis Campusano","SDP",216.38639248016344,0,135.2472951955122,316.54551901489316,"Luis Campusano",22217,669134
2016,"Anthony Ranaudo","- - -",161.3545915604978,0,129.47584092112254,314.5702391230039,"Anthony Ranaudo",11424,519168
2016,"Yu Darvish","TEX",161.3545915604978,0,129.47584092112254,314.5702391230039,"Yu Darvish",13074,506433
2019,"Aaron Wilkerson","MIL",152.49654992675482,0,129.25829394055356,299.57623812309333,"Aaron Wilkerson",16904,658792
2017,"Darrell Ceciliani","TOR",0,0,156.1157029792061,279.1484089290457,"Darrell Ceciliani",9954,571553
2018,"Ryder Jones","SFG",289.67434165157795,0,147.77948698796217,269.7174409781318,"Ryder Jones",15982,624507
2017,"Francisco Peña","BAL",140.8841006595556,0,195.14462872400765,255.88604151829193,"Francisco Pena",8298,506747
2016,"Trey Mancini","BAL",129.08367305477273,0,138.72411535586576,252.7796564002112,"Trey Mancini",15149,641820
2018,"Vidal Nuño","TBR",0,0,400.330363147126,240.0372791966602,"Vidal Nuno",9674,573064
2018,"Kyle Gibson","MIN",0,0,400.330363147126,240.0372791966602,"Kyle Gibson",10123,502043
2018,"Dan Jennings","MIL",154.49298205968194,0,262.7190877158803,239.74883642500603,"Dan Jennings",8073,543359
2018,"Jesse Biddle","ATL",0,0,197.03931598394954,239.74883642500603,"Jesse Biddle",11437,592145
2018,"Derek Law","SFG",0,0,394.07863196789907,239.74883642500603,"Derek Law",13133,571882
2018,"Randy Rosario","CHC",0,557.1365535668343,394.07863196789907,239.74883642500603,"Randy Rosario",14508,600968
2018,"Jorge López","- - -",231.73947332126238,0,197.03931598394954,239.74883642500603,"Jorge Lopez",14527,605347
2018,"Chad Sobotka","ATL",0,0,394.07863196789907,239.74883642500603,"Chad Sobotka",17470,656977
2018,"Dennis Santana","LAD",231.73947332126238,0,197.03931598394954,239.74883642500603,"Dennis Santana",17878,642701
2018,"Kolby Allard","ATL",0,0,394.07863196789907,239.74883642500603,"Kolby Allard",18694,663465
2016,"Tommy Milone","MIN",0,0,388.4275231517951,235.92767940123485,"Tommy Milone",7608,543548
2016,"John Hicks","DET",0,0,194.21376157589756,235.92767940123485,"John Hicks",12547,543308
2016,"José Berríos","MIN",0,0,388.4275231517951,235.92767940123485,"Jose Berrios",14168,621244
2016,"Oliver Pérez","WSN",0,0,255.95080021693497,235.09900074051657,"Oliver Perez",1514,424144
2016,"Cory Gearrin","SFG",0,0,383.92620070932867,235.09900074051657,"Cory Gearrin",7947,518715
2016,"Tyler Cravy","MIL",97.48343508911074,0,95.98155017733217,235.09900074051657,"Tyler Cravy",10770,572788
2016,"Yefri Pérez","MIA",162.4723916527122,0,255.95080021693497,235.09900074051657,"Yefri Perez",12090,570639
2016,"Cody Ege","- - -",0,0,383.92620070932867,235.09900074051657,"Cody Ege",15928,643297
2017,"David Price","BOS",0,0,390.28925744801523,232.62367410753808,"David Price",3184,456034
2017,"Derek Holland","CHW",0,0,390.28925744801523,232.62367410753808,"Derek Holland",4141,502706
2017,"Andrew Albers","SEA",0,0,390.28925744801523,232.62367410753808,"Andrew Albers",7853,452027
2017,"Aaron Blair","ATL",0,555.7244186263164,382.686122269573,228.71674408722615,"Aaron Blair",14934,594760
2017,"José Torres","SDP",0,0,382.686122269573,228.71674408722615,"Jose Torres",14957,600526
2019,"Oliver Drake","TBR",0,0,394.10760688125526,227.22460240438917,"Oliver Drake",8823,543118
2019,"John Means","BAL",0,392.0705295638139,394.10760688125526,227.22460240438917,"John Means",16269,607644
2019,"Gregory Soto","DET",0,0,394.10760688125526,227.22460240438917,"Gregory Soto",19677,642397
2019,"Francisco Liriano","PIT",0,564.340430777904,387.7748822094355,224.68217864849055,"Francisco Liriano",3201,434538
2019,"Will Smith","SFG",0,0,387.7748822094355,224.68217864849055,"Will Smith",8048,519293
2019,"R.J. Alaniz","- - -",0,0,387.7748822094355,224.68217864849055,"R.J. Alaniz",10819,595798
2019,"Seth Lugo","NYM",0,0,387.7748822094355,224.68217864849055,"Seth Lugo",12447,607625
2019,"John Brebbia","STL",0,0,387.7748822094355,224.68217864849055,"John Brebbia",12777,605154
2019,"Caleb Ferguson","LAD",0,0,193.88744110471774,224.68217864849055,"Caleb Ferguson",19349,657571
2020,"Rafael Marchán","PHI",96.17172989501202,119.83972657738542,202.87094299613923,207.73299690545693,"Rafael Marchan",21646,665561
2018,"Ryan Lavarnway","PIT",77.24649079810148,0,262.7190877158803,199.7906969409221,"Ryan Lavarnway",8879,543432
2017,"Marcus Stroman","TOR",268.35066772170006,0,111.5112161349406,199.39172063037216,"Marcus Stroman",13431,573186
2017,"Miguel Andujar","NYY",0,148.4123611388779,223.02243266017047,199.39172063037216,"Miguel Andujar",15878,609280
2018,"Ryan Schimpf","LAA",196.66533037044277,344.17508152136037,80.06607262942521,192.02982335732818,"Ryan Schimpf",9953,572114
2017,"Christian Walker","ARI",158.70948705717984,74.09658840920963,95.67153056739325,190.59728666311625,"Christian Walker",13419,572233
2017,"Colin Moran","HOU",39.13447224889422,98.94157369681899,141.92336609636692,190.32846059114505,"Colin Moran",16909,592567
2016,"Michael Lorenzen","CIN",194.96687017822148,0,76.78524014186574,188.07920059241326,"Michael Lorenzen",14843,547179
2016,"Hunter Renfroe","SDP",67.69682948973386,32.14547773427924,142.60116009892513,188.07920059241326,"Hunter Renfroe",15464,592669
2016,"Mat Latos","- - -",291.10894505785024,0,76.78524006508049,188.07920054539343,"Mat Latos",3815,502009
2019,"Jacob Nottingham","MIL",130.71132831258,0,129.25829394055356,187.23514879884806,"Jacob Nottingham",16448,641924
2017,"Mike Marjama","SEA",52.17929648839685,0,130.09641901924198,180.92952412493344,"Mike Marjama",12594,605357
2017,"Chance Sisco","BAL",149.42253091717467,161.90439353793997,130.09641901924198,180.92952412493344,"Chance Sisco",15694,642082
2020,"Sam Huff","TEX",140.31007553140103,66.9682888544113,146.1527062831437,179.11267616906684,"Sam Huff",22209,669087
2020,"Andrew Stevenson","WSN",101.2872474610349,114.74016307881226,148.44215319409406,173.7140043634985,"Andrew Stevenson",17932,664057
2017,"Kenley Jansen","LAD",0,0,191.3430611347865,171.5375580654196,"Kenley Jansen",3096,445276
2017,"Christian Villanueva","SDP",148.79014426489624,0,131.5483545301657,171.5375580654196,"Christian Villanueva",11738,570799
2018,"Rick Porcello","BOS",196.66533037044277,0,171.57015540572235,171.4551993576038,"Rick Porcello",2717,519144
2017,"Ji Man Choi","NYY",130.4482409861853,131.92209865819163,104.0771350592779,170.59069426798672,"Ji Man Choi",5452,596847
2019,"Johnny Davis","TBR",218.6788316415606,0,98.52690172031382,170.41845180329187,"Johnny Davis",15830,643275
2018,"Michael Lorenzen","CIN",122.68560335944045,65.54547643139746,114.40992515579094,170.1443354423515,"Michael Lorenzen",14843,547179
2020,"Yolmer Sánchez","CHW",100.22148258256219,263.0897087394198,128.71403134735903,165.97125718845484,"Yolmer Sanchez",11602,570560
2020,"Juan Soto","WSN",61.82468319481288,225.61662781657543,142.27312859096656,164.95310310296844,"Juan Soto",20123,665742
2019,"Ryan Lavarnway","CIN",120.39201288336399,59.40425480208171,107.71524475657384,162.27046230731378,"Ryan Lavarnway",8879,543432
2020,"Ke'Bryan Hayes","PIT",91.11005964998503,102.17913528094383,152.74988639574207,161.99682443563705,"Ke'Bryan Hayes",18577,663647
2018,"Luke Voit","- - -",122.67366978320389,126.07290661127246,128.69016238635032,161.13382220350127,"Luke Voit",14811,572228
2020,"Billy McKinney","TOR",0,0,274.5899332664427,160.94182499149926,"Billy McKinney",15654,641856
2020,"Travis Blankenhorn","MIN",0,0,137.29496663322135,160.94182499149926,"Travis Blankenhorn",18395,663905
2016,"Jesús Sucre","SEA",83.45927153019291,85.9930171938318,186.44521111286164,160.43082199283972,"Jesus Sucre",5942,491696
2018,"Mike Minor","TEX",152.96192367244282,0,133.44345424893186,160.0248526377486,"Mike Minor",10021,501985
2018,"Sam Gaviglio","TOR",152.96192367244282,0,133.44345424893186,160.0248526377486,"Sam Gaviglio",12778,543208
2018,"Myles Straw","HOU",0,120.46127883362931,133.44345424893186,160.0248526377486,"Myles Straw",17620,664702
2017,"J.D. Martinez","- - -",123.91133779586698,124.96204473631896,117.11961384383989,158.91171968114665,"J.D. Martinez",6184,502110
2017,"Tim Federowicz","SFG",136.03670298781336,79.38920218456713,88.31218176783521,158.34236122078218,"Tim Federowicz",8609,543148
2016,"Dariel Álvarez","BAL",0,311.7246884186767,129.47584092112254,157.28511944353812,"Dariel Alvarez",15580,645848
2016,"Gavin Cecchini","NYM",139.26204977914597,0,127.97540010846748,156.73266700361174,"Gavin Cecchini",17005,608325
2020,"Jared Walsh","LAA",58.46253115571942,51.1563319479492,120.65315223375259,156.06480003565005,"Jared Walsh",18607,665120
2017,"Erasmo Ramírez","- - -",156.53788946519057,0,260.19283803848396,155.08244924994295,"Erasmo Ramirez",10314,541640
2017,"Chris Sale","BOS",156.53788946519057,0,130.09641901924198,155.08244924994295,"Chris Sale",10603,519242
2017,"Curt Casali","TBR",108.3723847614938,273.99205042000625,130.09641901924198,155.08244924994295,"Curt Casali",12510,592200
2016,"Tom Murphy","COL",188.99849658144262,94.46834530357285,104.70714536877968,154.95161410305874,"Tom Murphy",13499,608596
2016,"Gary Sánchez","NYY",120.48748943178596,130.6793448024559,115.94851410698861,154.9375802875037,"Gary Sanchez",11442,596142
2020,"Randy Arozarena","TBR",121.84822352102695,87.23500825692196,115.84262821262313,154.65503510742383,"Randy Arozarena",19290,668227
2019,"Lane Thomas","STL",83.17993603255466,102.60735002445449,122.45522569555472,153.72991163590967,"Lane Thomas",16939,657041
2018,"Mookie Betts","BOS",68.01075763637358,158.91471625104973,138.57589487395433,153.71618062400077,"Mookie Betts",13611,605141
2020,"Tyler Stephenson","CIN",194.7477532321471,107.85575402750266,119.33584879739121,153.6176782581801,"Tyler Stephenson",17988,663886
2016,"Brandon Snyder","ATL",165.92925076957277,24.622067879433875,91.80843899959288,153.32543525533265,"Brandon Snyder",9856,474319
2020,"Edwin Ríos","LAD",93.85433852642736,51.97867654879763,101.43547149806962,153.0664187474515,"Edwin Rios",18316,621458
2020,"Salvador Perez","KCR",97.13774437200749,21.249553151689092,137.29496663322132,152.89473381434811,"Salvador Perez",7304,521692
2017,"Craig Stammen","SDP",119.03211541191698,277.8622093131582,191.3430611347865,152.47782923900627,"Craig Stammen",7274,489334
2020,"Freddie Freeman","ATL",61.1167673219039,185.24843228415386,138.4072787338056,151.9862244944103,"Freddie Freeman",5361,518692
2019,"Trent Thornton","TOR",0,0,262.7384043247651,151.4830681181097,"Trent Thornton",17948,663423
2017,"Matt Olson","OAK",130.4482409861853,120.9285895462015,101.18610368163266,151.39000994885518,"Matt Olson",14344,621566
2018,"J.D. Martinez","BOS",103.23162184334515,128.07131291340568,132.27084017695182,151.02521246086943,"J.D. Martinez",6184,502110
2020,"Marcell Ozuna","ATL",97.25231117355098,153.5025708671037,137.02686490650834,150.98388239597162,"Marcell Ozuna",10324,542303
2020,"Yordan Alvarez","HOU",46.77002517713367,0,102.97122507788721,150.8829610804135,"Yordan Alvarez",19556,670541
2018,"Mike Trout","LAA",93.58854530522336,241.71506519302835,124.94387096921162,150.8514535550927,"Mike Trout",10155,545361
2019,"Christian Yelich","MIL",93.07548017122443,155.68011829040347,127.6723024278146,150.70706456623432,"Christian Yelich",11477,592885
2018,"Brandon Woodruff","MIL",46.34789466425248,111.42731071336686,98.51965799197477,149.84302276562877,"Brandon Woodruff",16162,605540
2019,"Brock Stewart","- - -",0,0,129.25829394055356,149.7881189492056,"Brock Stewart",16727,592779
2020,"José Abreu","CHW",94.78963098199833,75.91443498685663,130.43021815740053,148.87118810506615,"Jose Abreu",15676,547989
2019,"Yordan Alvarez","HOU",111.41360509471066,165.75339452627983,123.39471376532603,148.8212250630293,"Yordan Alvarez",19556,670541
2020,"Keibert Ruiz","LAD",162.28979436012258,0,101.43547149806962,148.38071207532636,"Keibert Ruiz",19610,660688
2018,"Rowdy Tellez","TOR",132.008235227833,33.00308976137439,125.81811401757376,147.45147143793776,"Rowdy Tellez",15679,642133
2020,"Luke Voit","NYY",97.1377443720075,80.27608992970917,114.09018358669208,147.34110741378527,"Luke Voit",14811,572228
2016,"Justin Ruggiano","- - -",187.3391674307964,89.01824763571716,128.16295533821233,147.0059320178827,"Justin Ruggiano",7620,448605
2020,"José Ramírez","CLE",71.25984133603566,134.85937033486115,120.36818966547204,146.61138864862735,"Jose Ramirez",13510,608070
2019,"Mike Trout","LAA",87.47153265662423,215.6387910836659,114.8781744950563,146.48735004619826,"Mike Trout",10155,545361
2017,"Mike Trout","LAA",83.36337274896024,220.1303657310636,119.4168622544686,146.40246137191747,"Mike Trout",10155,545361
2016,"David Ortiz","BOS",66.5007738884253,159.34808334150233,122.24255368410542,146.30152166431282,"David Ortiz",745,120074
2020,"Dominic Smith","NYM",97.86319246370728,75.8784190625039,128.3703138913205,146.20110838573476,"Dominic Smith",15653,642086
2017,"Aaron Judge","NYY",144.07026973415847,222.39964416132705,110.89399553048497,145.92629001596632,"Aaron Judge",15640,592450
2019,"Sam Hilliard","COL",120.94553967595894,116.76008815346218,105.75678577510068,145.89751852413127,"Sam Hilliard",17954,656541
2020,"Mike Trout","LAA",97.80951323525436,160.47380496159204,115.90730855794355,145.57552014740415,"Mike Trout",10155,545361
2019,"Nelson Cruz","MIN",109.96900923402522,126.42581316872501,122.39905843625114,145.1434683090107,"Nelson Cruz",2434,443558
2020,"Brian O'Grady","TBR",84.18604540302667,0,164.75396012461957,144.84764263719694,"Brian O'Grady",16729,657434
2020,"Bobby Dalbec","BOS",178.437813424666,120.10617123691209,108.11978633178158,144.84764263719694,"Bobby Dalbec",19966,666915
2017,"Giancarlo Stanton","MIA",112.15164586160347,136.52189370203632,107.69056700352802,144.43251672372006,"Giancarlo Stanton",4949,519317
2020,"Wil Myers","SDP",111.17099022306016,89.05520938136337,116.80448197454945,143.88432684653412,"Wil Myers",10047,571976
2020,"Jake Marisnick","NYM",127.28611319816832,31.72227983498957,135.2472951955122,143.88432684653412,"Jake Marisnick",11339,545350
2018,"Mark Zagunis","CHC",77.24649079810148,185.71218377942935,157.63145278715965,143.84930185500363,"Mark Zagunis",16565,657145
2020,"Nelson Cruz","MIN",114.08389314187595,129.08607109496896,124.67867223730647,143.54270877620203,"Nelson Cruz",2434,443558
2018,"Ryan O'Hearn","KCR",121.46976287586173,141.7191505769416,104.78445729071215,143.37797207960682,"Ryan O'Hearn",16442,656811
2018,"Christian Yelich","MIL",96.11314520489482,116.39104640961861,128.38450200282833,143.2645484492421,"Christian Yelich",11477,592885
2019,"Mitch Garver","MIN",105.98918264394416,134.3305713875087,107.71429765884615,143.20264322827435,"Mitch Garver",15161,641598
2017,"Joey Wendle","OAK",100.6315003369358,84.80706299908786,120.08900202149673,143.1530301305528,"Joey Wendle",13853,621563
2019,"Tyler Heineman","MIA",152.49654992675482,0,105.75678577510068,142.97956814915503,"Tyler Heineman",13897,623168
2016,"Pedro Severino","WSN",43.00739777608802,170.18194509862371,123.4048500634587,142.73867898744237,"Pedro Severino",14523,600474
2020,"DJ LeMahieu","NYY",40.92377197737569,92.08139772730391,149.96834827631935,142.37161437841655,"DJ LeMahieu",9874,518934
2016,"Josh Tomlin","CLE",161.3545915604978,0,155.37100926071807,141.5566076407409,"Josh Tomlin",9388,458708
2019,"Cody Bellinger","LAD",74.86194247504817,162.46163810306004,118.13930095093575,141.33233816761938,"Cody Bellinger",15998,641355
2017,"Rhys Hoskins","PHI",103.31089258572956,193.9792772141275,99.04817266513636,141.26622410081413,"Rhys Hoskins",16472,656555
2020,"Alejandro Kirk","TOR",67.34883632242132,44.19907108590216,154.45683761683082,140.824096927915,"Alejandro Kirk",22581,672386
2020,"Brandon Belt","SFG",87.03810181461166,180.7638331739919,125.26259558832933,140.2147934918953,"Brandon Belt",10264,474832
2017,"Teoscar Hernández","- - -",177.95886379328553,74.98729738479177,102.00741941835334,140.10289456950628,"Teoscar Hernandez",13066,606192
2016,"Daniel Murphy","WSN",47.73673351685991,69.59330420824084,133.03657405247716,139.90825652490608,"Daniel Murphy",4316,502517
2020,"Teoscar Hernández","TOR",128.10919948974228,74.73272862230395,119.2298394771568,139.76526910968292,"Teoscar Hernandez",13066,606192
2020,"Brent Rooker","MIN",100.22148258256219,0,130.06891560604154,139.76526910968292,"Brent Rooker",19627,667670
2018,"Max Muncy","LAD",126.22815370541845,183.00951212953044,103.75741186638996,139.60058829507,"Max Muncy",13301,571970
2020,"Trea Turner","WSN",60.15374574098992,91.61492518487468,135.82775562374104,139.5924980803632,"Trea Turner",16252,607208
2018,"Reese McGuire","TOR",125.15066461432333,73.00683492667669,116.22494388121052,139.3764846251467,"Reese McGuire",15674,624512
2020,"Byron Buxton","MIN",112.24806025674872,16.370025427760464,104.55539742287519,139.27657923600069,"Byron Buxton",14161,621439
2020,"Corey Seager","LAD",69.01979733281385,79.03223348025227,124.40199310936843,138.86194932430197,"Corey Seager",13624,608369
2020,"Anthony Santander","BAL",63.77730690666219,66.9682888544113,107.68232667423987,138.85177055249983,"Anthony Santander",14551,623993
2019,"Edwin Ríos","LAD",171.5586188391578,181.3951376581257,107.25688204923117,138.63368456415157,"Edwin Rios",18316,621458
2020,"Tomás Nido","NYM",99.87064235025022,82.96596364094893,118.34138314391997,138.48866452450156,"Tomas Nido",13755,621512
2020,"Jorge Oña","SDP",201.96063269297068,143.807671677151,101.43547149806962,138.48866452450156,"Jorge Ona",20040,671250
2020,"Ronald Acuña Jr.","ATL",128.546371350476,202.89696207162257,101.43547149806962,137.99406223005352,"Ronald Acuna Jr.",18401,660670
2020,"Manny Machado","SDP",63.04170474926628,110.40352696337045,123.17164373008917,137.78208958073807,"Manny Machado",11493,592518
2020,"Will Smith","LAD",69.49635936647482,157.45365501862335,117.45159849129286,137.44739634876163,"Will Smith",19197,669257
2017,"Charlie Blackmon","COL",88.65840294066729,99.64713667308483,126.57165200601762,137.44313658231667,"Charlie Blackmon",7859,453568
2020,"Alex Dickerson","SFG",76.37166783234645,101.51129784479322,120.91645607697896,136.78539805722437,"Alex Dickerson",12649,543105
2017,"Bryce Harper","WSN",95.80633670205445,153.61487981897946,122.09509613445013,136.140919045083,"Bryce Harper",11579,547180
2018,"Trevor Story","COL",118.69582734652077,79.83359100082833,114.66501974175776,135.91112965339985,"Trevor Story",12564,596115
2019,"Joey Gallo","TEX",167.8746582672517,205.93603583741645,99.75337759847932,135.76905693742327,"Joey Gallo",14128,608336
2020,"Fernando Tatis Jr.","SDP",102.72038838716013,113.31149173971593,112.30355761407942,135.66236522426593,"Fernando Tatis Jr.",19709,665487
2017,"José Ramírez","CLE",50.237741233091704,95.72022047145852,124.09196866447914,135.59773119210246,"Jose Ramirez",13510,608070
2018,"Shohei Ohtani","LAA",127.53773470790732,121.44597510210136,114.20467390127602,135.4811634989398,"Shohei Ohtani",19755,660271
2020,"Ramón Urías","BAL",93.54005035426734,81.85013155870942,148.2785641121576,135.19113312805052,"Ramon Urias",18795,602104
2020,"Eloy Jiménez","CHW",104.30129492883731,58.67133315319178,121.82511099427855,134.87378304801834,"Eloy Jimenez",17484,650391
2019,"Tyrone Taylor","MIL",38.124137367316294,94.05673808675704,155.1099528837742,134.8093071890943,"Tyrone Taylor",13675,621438
2020,"Mike Yastrzemski","SFG",105.78890279795867,143.80767167715098,120.45462240395767,134.7791467226184,"Mike Yastrzemski",14854,573262
2020,"Mike Brosseau","TBR",133.1513980838094,90.2021858219446,124.5233417918161,134.7419929375394,"Mike Brosseau",19683,670712
2017,"Colby Rasmus","TBR",163.81872155518144,64.42707044370381,109.66805560217946,134.57567907427503,"Colby Rasmus",9893,458675
2019,"David Freese","LAD",108.22335776165426,139.5680624213101,122.07727741663534,134.53192176116463,"David Freese",9549,501896
2019,"Alex Bregman","HOU",52.60968989946547,202.8538827538461,116.66723346453828,134.53008934365786,"Alex Bregman",17678,608324
2018,"Nolan Arenado","COL",84.01847160241107,120.86469025088664,116.88772962728736,134.50316073745697,"Nolan Arenado",9777,571448
2020,"AJ Pollock","LAD",92.7370252249921,61.63185929020757,111.78602978107739,134.4510940616779,"AJ Pollock",9256,572041
2019,"Kyle Lewis","SEA",169.1116295112351,47.048463594706135,105.46541560957348,134.41455335897172,"Kyle Lewis",19508,641786
2019,"Anthony Rendon","WSN",60.904194472884576,139.77471937233747,123.80335687109616,134.39704617273281,"Anthony Rendon",12861,543685
2016,"Rio Ruiz","ATL",139.26204977914597,0,109.69319992843234,134.34228603668132,"Rio Ruiz",14103,547004
2020,"Jose Iglesias","BAL",47.7054255880717,22.09953554295108,153.7316878891987,134.30708644204478,"Jose Iglesias",10231,578428
2019,"George Springer","HOU",88.88743872931364,141.737727412141,115.18802701898522,134.24752078096884,"George Springer",12856,543807
2017,"Freddie Freeman","ATL",88.00039626344099,140.5528674473144,117.41505992869399,134.1111816770674,"Freddie Freeman",5361,518692
2017,"Nolan Arenado","COL",74.22002445578028,101.33798156629956,118.08961195463775,133.98423107596136,"Nolan Arenado",9777,571448
2016,"Nolan Arenado","COL",72.1321391055102,113.06340711832337,113.06564453237833,133.9075214512949,"Nolan Arenado",9777,571448
2020,"Aaron Judge","NYY",118.1558530347661,96.92778719768587,106.02977608129649,133.85260692601335,"Aaron Judge",15640,592450
2020,"Brandon Lowe","TBR",108.99086217173407,123.32330007380943,110.97416969707052,133.84022245256787,"Brandon Lowe",18882,664040
2016,"Freddie Freeman","ATL",120.2717701973419,148.6206539710298,116.02523524817019,133.71505130666566,"Freddie Freeman",5361,518692
2016,"Trevor Story","COL",152.68489830885215,97.59832021286793,104.23802747983774,133.34916438082317,"Trevor Story",12564,596115
2020,"Mookie Betts","LAD",66.85108029400166,105.22512522283334,118.57297087463911,133.3393794720274,"Mookie Betts",13611,605141
2016,"Trea Turner","WSN",88.75806568842366,50.00407724703698,131.31026371233085,133.24829350886247,"Trea Turner",16252,607208
2019,"Ketel Marte","ARI",62.64985648837245,95.25491295763973,127.44095399421403,133.07187023369966,"Ketel Marte",13613,606466
2017,"Cody Bellinger","LAD",126.85174311541745,129.80424358013724,102.0496323500954,132.9416075007002,"Cody Bellinger",15998,641355
2018,"Javier Báez","CHC",120.00152540367579,50.09910059538258,114.45187955510751,132.93004778825892,"Javier Baez",12979,595879
2020,"Willi Castro","DET",114.25249000942324,55.248838857377706,143.6807790539239,132.87057636225654,"Willi Castro",17338,650489
2016,"Miguel Cabrera","DET",82.69719831141916,137.7281382709042,122.73004071320403,132.83323123969296,"Miguel Cabrera",1744,408234
2019,"Fernando Tatis Jr.","SDP",135.27919731644022,91.02264979778685,123.06627980384081,132.52212327135481,"Fernando Tatis Jr.",19709,665487
2018,"José Ramírez","CLE",52.5943575256422,182.93546620265994,108.0476409557168,132.4773218647242,"Jose Ramirez",13510,608070
2020,"Mitch Moreland","- - -",89.70765156501095,108.34851735428622,108.39598650072242,132.39606873795557,"Mitch Moreland",3086,519048
2018,"Ronald Acuña Jr.","ATL",117.05936429474168,102.96158066808697,115.58426371591,132.33249850759975,"Ronald Acuna Jr.",18401,660670
2020,"C.J. Cron","DET",129.51699263632008,191.24598057515536,78.45426652987362,132.2022133686306,"C.J. Cron",12546,543068
2017,"Joey Votto","CIN",55.89626917437286,210.65649810727533,122.54170997344485,132.15654436683985,"Joey Votto",4314,458015
2018,"DJ Stewart","BAL",117.1623242026297,102.52023612623371,100.0825907867815,132.0205035581631,"DJ Stewart",17766,621466
2017,"Jeremy Hazelbaker","ARI",156.1076921249469,163.98425400246046,132.4682730344389,131.95196753150734,"Jeremy Hazelbaker",9399,571757
2018,"Khris Davis","OAK",122.79053478661115,108.67301879602715,98.69255449226367,131.68711842149696,"Khris Davis",9112,501981
2019,"Nolan Arenado","COL",64.26969375288645,105.70727088203667,122.00400192379352,131.06460413672542,"Nolan Arenado",9777,571448
2016,"Nelson Cruz","SEA",115.39151433155963,115.90363197837318,111.45034160480998,130.98192042323686,"Nelson Cruz",2434,443558
2019,"Pete Alonso","NYM",120.80895522590116,117.26554304633096,100.67857045261024,130.9705160029124,"Pete Alonso",19251,624413
2019,"Miguel Sanó","MIN",158.4051672716992,147.3613608691324,97.48977641830486,130.95312601489684,"Miguel Sano",12164,593934
2017,"Ryan Zimmerman","WSN",104.15310098542736,84.90234074662159,116.12040713708582,130.94470059156438,"Ryan Zimmerman",4220,475582
2018,"Matt Skole","CHW",105.89671614152192,185.325043340142,109.181007839885,130.92942490725227,"Matt Skole",12119,605474
2019,"Zack Greinke","- - -",97.67399640203233,40.31003072954026,108.70362138799035,130.36651201934419,"Zack Greinke",1943,425844
2020,"Rowdy Tellez","TOR",66.28822432243447,95.7066497368407,116.63997147804226,130.3201502502012,"Rowdy Tellez",15679,642133
2019,"Austin Hays","BAL",75.80866148995511,109.77974799557713,121.70970196281392,130.31999238169848,"Austin Hays",19363,669720
2020,"George Springer","HOU",72.05111986747622,119.45694876135971,108.96425911503391,130.28623924434518,"George Springer",12856,543807
2016,"Kris Bryant","CHC",107.38518584273568,124.16708446135469,112.05806170056518,130.22067353099004,"Kris Bryant",15429,592178
2017,"Josh Donaldson","TOR",105.09499417094122,181.9248292469412,105.33107668064825,130.04504177619074,"Josh Donaldson",5038,518626
2019,"Bo Bichette","TOR",103.15039201968999,77.67434927560878,122.65593856263155,129.84262984798326,"Bo Bichette",19612,666182
2016,"Mike Trout","LAA",97.38140556454073,212.39391321596872,122.40065844627408,129.78171054815297,"Mike Trout",10155,545361
2016,"Brett Nicholas","TEX",96.81275503311144,110.8354436627306,106.81756886674367,129.76022367067918,"Brett Nicholas",11192,592592
2016,"Charlie Blackmon","COL",77.56092336721822,77.63057831201586,124.21141758295688,129.75187060697942,"Charlie Blackmon",7859,453568
2016,"Josh Donaldson","TOR",82.29084177814472,194.15994789584812,110.40227675115372,129.6171132433419,"Josh Donaldson",5038,518626
2020,"James McCann","CHW",113.76492610654137,79.63796584090646,118.89461006375733,129.41713769669406,"James McCann",12859,543510
2016,"Joey Votto","CIN",86.39595383370575,184.61096098302275,124.98316952279616,129.3890183390385,"Joey Votto",4314,458015
2019,"Charlie Blackmon","COL",75.04562045221178,71.21014826059276,121.68108355395826,129.3859440392652,"Charlie Blackmon",7859,453568
2019,"Aristides Aquino","CIN",121.997239758408,80.26175002967071,100.25399379520469,129.32925402940606,"Aristides Aquino",15482,606157
2019,"Jorge Soler","KCR",114.65340764835614,126.45573716778283,104.38164097246079,129.23640369775245,"Jorge Soler",14221,624585
2020,"Matt Chapman","OAK",149.54100132612294,58.156671434630105,95.7197302728756,129.20681722969567,"Matt Chapman",16505,656305
2018,"Jesús Aguilar","MIL",117.09803744152849,114.18346301531577,108.1313315867794,129.13301144619655,"Jesus Aguilar",11342,542583
2020,"Robinson Canó","NYM",57.06893830038321,53.33526249468967,128.12901635152772,129.1172511802513,"Robinson Cano",3269,429664
